temperature,humidity,wind_speed,cloud_cover,pressure,visibility,irradiance,solar_output
18.4,58.52,33.16,28.54,990.88,15.36,658.35,5.142
42.05,64.34,26.84,84.42,1004.36,1.91,411.52,3.321
13.6,87.12,9.39,43.24,971.73,21.64,412.44,39.635
1.2,60.76,20.68,82.87,1009.59,7.28,146.4,2.364
2.58,60.19,25.25,82.29,1043.6,15.45,1034.82,0.0
35.36,99.11,32.94,18.89,949.91,24.48,825.54,7.666
27.77,76.89,30.86,70.11,1033.65,14.97,1.37,0.975
0.36,47.02,18.03,29.06,1001.23,18.17,842.17,56.061
-0.54,72.2,27.11,29.75,970.21,11.24,813.77,2.285
32.15,41.98,19.68,29.63,1040.49,1.7,10.7,1.719
-1.14,26.74,19.34,72.56,993.34,19.98,406.56,9.746
38.56,61.7,4.02,22.98,978.17,1.07,667.42,47.063
32.43,93.18,4.41,0.09,963.15,17.58,498.03,132.478
-0.69,93.27,18.53,71.52,969.45,0.77,855.78,4.52
-0.5,37.48,9.41,17.12,1028.28,21.59,468.0,106.005
47.29,55.13,0.74,10.45,1006.44,4.11,169.25,26.381
14.84,25.11,25.3,23.75,1036.32,12.95,1074.06,4.282
14.64,99.58,1.14,37.99,968.2,15.01,266.24,32.051
38.08,98.21,20.83,47.59,957.11,11.55,789.46,11.661
45.2,66.7,18.87,4.46,945.61,8.65,157.47,9.33
47.26,81.42,33.91,97.06,995.79,11.8,361.91,0.706
34.93,72.93,16.95,71.61,1044.83,7.92,486.23,8.848
14.94,61.35,2.23,32.32,1014.5,11.07,211.46,35.447
-0.57,10.07,19.31,31.87,975.84,9.1,494.96,16.219
36.19,48.2,29.44,44.85,1032.69,14.24,172.88,5.438
24.6,69.1,34.89,62.62,1023.17,6.1,614.91,5.446
17.48,69.37,15.06,14.64,946.54,24.72,730.08,76.344
43.04,40.45,11.21,18.89,1026.69,12.62,68.68,10.686
0.89,94.46,31.73,85.94,975.05,5.02,958.25,0.0
21.11,20.9,6.69,25.63,959.97,12.03,203.65,32.114
-4.4,52.53,21.54,38.02,967.63,21.69,247.9,10.758
19.84,70.63,14.2,87.13,991.86,0.74,727.48,8.851
-2.02,71.23,1.44,66.31,987.49,17.05,515.63,35.63
1.3,66.62,12.16,34.17,973.89,13.79,549.34,51.846
1.23,31.15,9.28,68.37,962.22,4.41,140.97,2.825
29.41,19.84,24.01,1.97,1021.22,20.47,886.31,29.25
34.54,65.41,33.21,73.56,1044.01,9.35,678.76,5.365
25.92,61.93,9.38,48.7,1022.78,7.49,148.92,10.143
46.0,22.04,28.4,81.32,974.59,20.74,411.4,0.0
14.87,71.99,1.94,95.46,969.48,16.04,891.45,4.917
10.14,48.24,18.83,92.58,966.77,22.48,625.19,4.386
41.04,68.44,2.47,90.93,958.67,15.82,119.51,2.327
6.85,84.55,32.69,51.22,1000.13,18.57,410.05,0.387
46.05,21.12,26.82,36.01,1005.54,20.94,266.96,5.338
-4.36,6.82,23.03,46.5,1015.55,1.56,569.21,3.122
46.4,79.01,28.84,68.99,1013.02,19.45,927.7,2.182
-2.71,62.92,22.66,88.4,974.23,15.42,479.89,1.231
42.23,71.47,33.91,20.7,978.03,1.92,476.68,1.036
22.97,84.62,24.99,91.82,1013.15,12.81,995.89,1.402
47.63,81.27,32.36,81.52,979.94,2.24,633.8,3.838
-1.09,96.29,18.1,97.89,966.26,18.45,622.81,0.0
24.35,55.91,4.1,88.03,982.43,13.75,288.1,6.689
46.37,51.41,18.49,27.99,972.21,23.85,668.5,37.981
22.72,43.18,4.44,10.6,953.83,4.74,633.5,101.244
28.36,19.6,20.74,11.22,1028.01,15.23,436.54,29.687
31.87,59.4,16.89,29.12,1030.31,5.45,1089.77,52.653
19.09,31.32,21.79,61.42,966.98,15.43,970.08,14.213
28.26,92.52,0.35,80.43,951.48,18.12,824.54,25.108
25.97,60.4,6.82,89.93,1018.88,18.11,591.08,8.625
42.76,61.32,17.2,62.38,966.15,20.41,508.27,13.441
-2.59,38.72,33.27,0.56,984.34,21.37,203.39,2.911
9.89,9.94,13.43,18.63,951.41,2.12,336.31,19.05
45.37,8.02,14.85,9.97,967.63,8.71,851.36,72.568
42.18,45.22,25.01,36.33,1024.29,17.24,499.12,5.552
19.15,13.03,21.13,50.14,1025.44,12.56,970.5,22.835
27.87,62.65,10.46,4.34,965.71,4.93,162.7,20.697
9.7,88.69,14.38,34.85,978.59,13.91,559.18,39.463
4.97,88.88,7.62,17.92,958.42,10.3,711.66,102.187
19.58,67.61,33.81,64.71,952.42,9.87,568.53,1.543
13.73,25.07,4.57,46.43,1044.22,20.28,978.15,150.656
25.93,86.98,13.01,49.53,1010.56,10.31,1088.52,57.055
-0.88,89.18,0.9,42.77,999.21,0.86,127.42,4.147
46.64,23.68,7.76,95.6,1021.55,1.64,142.95,0.0
47.27,75.06,27.32,21.47,1029.01,21.43,143.36,3.463
32.0,32.22,7.04,51.67,1025.67,24.02,749.29,81.015
23.41,81.25,2.8,73.6,946.65,17.27,409.94,17.3
11.4,99.74,16.61,55.68,963.68,9.24,806.65,20.005
38.13,7.85,0.35,92.9,1010.49,23.48,446.02,6.892
31.29,90.25,2.97,37.8,982.58,16.64,690.37,92.73
3.62,64.15,28.27,46.37,1043.25,21.14,846.84,3.334
43.28,97.47,27.0,8.85,1011.54,19.19,603.04,9.312
38.59,49.18,32.03,60.9,1040.65,9.6,593.45,0.143
45.34,85.5,29.91,28.82,965.14,12.07,97.06,1.143
33.46,10.93,23.91,16.03,1031.4,4.82,451.86,8.193
27.51,36.85,1.83,54.45,977.14,7.44,600.35,40.743
17.17,11.37,27.4,53.23,1043.96,19.5,508.18,0.0
44.43,97.66,29.59,7.59,960.77,22.37,990.86,18.928
40.9,82.61,27.97,69.82,996.63,18.17,997.18,0.961
-2.6,85.99,17.8,62.38,1024.28,11.74,904.11,22.969
-3.6,94.11,8.15,18.9,988.26,2.35,412.83,42.478
14.95,13.08,29.59,46.94,991.81,1.61,789.03,4.567
37.96,41.63,25.45,72.03,1043.64,9.48,434.82,0.02
47.33,11.75,34.33,52.94,987.53,11.7,255.85,0.863
2.97,25.03,5.45,39.55,1005.41,15.31,377.19,56.738
26.49,26.79,7.9,32.23,950.45,0.36,78.06,5.436
15.19,49.57,7.41,61.04,1029.22,24.75,364.96,31.697
46.41,30.51,27.74,93.91,1009.82,9.23,506.82,0.0
39.63,14.59,6.54,67.17,985.4,21.23,1051.03,57.608
39.43,20.91,2.33,7.47,946.62,13.47,344.75,76.136
19.84,18.99,34.95,46.07,1004.17,3.43,992.7,6.717
16.99,97.44,0.87,89.08,946.27,19.98,251.74,4.694
9.49,77.13,29.23,9.45,945.12,17.8,210.07,3.351
-2.01,96.94,12.79,98.89,1006.61,13.28,570.9,0.479
40.83,46.78,29.46,94.91,963.9,12.96,739.76,0.0
38.08,31.45,19.41,7.83,964.19,2.37,48.77,4.544
47.99,80.84,31.56,93.34,1010.33,16.47,243.17,0.275
47.82,35.99,32.42,36.31,950.37,22.8,501.25,6.409
24.44,33.44,0.32,84.47,976.34,2.51,364.1,3.389
35.76,27.09,2.64,41.84,959.94,6.74,783.88,69.759
45.07,17.32,8.76,44.09,1003.02,22.58,562.28,63.72
40.03,29.36,23.43,63.42,1011.18,7.25,176.4,3.262
8.11,38.76,31.09,77.45,1017.11,16.42,983.91,4.554
18.88,69.03,16.1,3.38,970.52,13.46,322.2,33.432
1.85,10.94,21.24,59.32,953.92,14.99,804.24,14.577
45.56,25.0,6.6,18.67,952.87,10.51,857.91,135.595
27.13,81.86,28.17,34.59,987.62,7.64,1059.47,5.793
7.12,18.96,33.86,34.8,1039.58,1.4,548.36,0.609
30.6,37.55,9.4,46.91,966.77,18.66,677.42,65.59
27.76,87.14,17.32,33.41,970.67,18.7,368.36,18.557
13.98,19.72,3.01,10.74,955.09,16.83,746.0,199.562
1.02,12.86,19.57,14.56,1005.56,16.16,509.72,37.708
30.59,51.03,17.6,3.34,1012.99,6.24,481.42,30.94
22.58,33.73,5.06,47.02,1009.29,0.75,941.01,44.231
35.93,58.52,15.47,95.44,1031.11,20.26,55.19,0.0
22.57,81.36,11.69,11.57,993.64,12.38,970.16,133.039
40.17,18.03,18.26,94.63,958.45,7.81,937.28,4.071
24.25,60.17,20.5,73.34,973.94,2.73,557.0,4.497
24.73,53.02,0.3,63.75,1011.24,1.76,539.22,15.772
41.46,18.69,26.64,64.53,1006.31,8.85,397.99,1.521
16.38,64.28,24.96,82.67,998.1,20.16,1093.59,0.0
2.1,31.0,12.82,10.69,1013.3,22.98,122.29,25.072
-3.47,51.34,1.85,50.48,1008.74,22.44,649.24,85.664
35.02,12.82,26.42,69.71,1033.13,23.02,749.85,2.236
27.88,48.66,33.43,58.68,1003.6,22.71,1027.76,4.898
32.32,34.11,8.41,83.28,1022.86,13.28,858.22,20.311
6.29,83.13,11.32,7.23,969.87,5.64,708.23,81.566
2.23,10.41,6.43,69.07,1012.82,19.99,128.49,2.65
-4.23,44.77,20.19,53.4,1035.22,5.5,411.11,14.258
13.58,48.55,5.42,37.92,983.57,6.83,152.73,20.671
26.27,73.88,12.47,34.03,1022.91,5.98,969.33,63.868
15.79,59.56,24.4,62.08,1017.48,12.97,824.58,3.566
18.19,68.39,19.6,89.1,950.95,8.18,833.29,2.163
42.92,78.82,13.53,49.62,1003.15,4.02,717.48,26.36
13.46,86.91,14.71,82.47,958.02,11.44,557.75,0.0
22.24,34.82,19.67,40.22,1041.73,21.87,164.97,6.104
36.53,56.11,0.21,10.24,1026.14,14.35,362.66,89.634
16.02,84.81,2.75,6.15,955.97,21.98,150.61,40.725
27.97,99.0,30.84,5.13,957.18,5.06,797.4,4.825
40.71,89.5,2.73,38.02,1004.45,4.34,176.25,15.036
45.32,40.29,24.74,33.72,979.49,14.47,772.32,5.082
2.79,23.54,32.2,71.79,948.49,11.69,761.48,0.0
44.11,51.49,9.47,74.28,999.16,16.57,505.23,18.05
21.08,75.46,12.97,5.09,983.78,19.91,148.75,26.455
8.69,51.79,19.91,22.11,955.11,18.83,346.28,20.984
19.33,50.9,30.86,27.43,1025.19,23.57,352.1,3.557
46.94,84.63,32.97,54.76,1036.51,10.08,770.42,1.127
21.11,39.33,25.88,14.45,1020.66,5.32,125.12,0.799
12.42,86.68,3.03,13.39,1027.24,13.86,911.98,231.418
28.57,43.65,23.42,94.38,966.65,2.95,837.11,0.0
7.73,36.18,14.36,80.42,971.36,7.36,204.94,3.61
-0.98,48.13,16.47,18.07,965.85,5.36,791.08,48.073
1.83,77.43,1.72,40.66,1021.51,10.03,735.36,94.546
1.79,16.97,6.69,35.56,1039.79,2.96,822.93,74.368
3.05,23.66,27.67,79.1,1016.68,0.99,207.82,0.0
2.36,95.39,15.89,51.02,1033.15,16.49,173.35,6.733
28.97,21.67,10.56,12.78,1008.87,15.33,260.13,53.422
4.64,58.93,13.44,73.9,983.77,17.77,402.46,10.337
13.32,60.03,29.9,39.69,987.58,16.58,873.03,5.667
42.53,51.51,26.21,26.29,952.53,3.03,811.72,3.751
20.12,66.25,9.53,37.55,948.15,7.42,1018.0,81.023
30.38,26.83,4.11,49.78,1014.55,3.41,64.49,6.295
4.13,57.5,8.82,34.31,988.84,21.11,12.71,1.186
5.19,40.36,32.23,24.19,1000.22,18.72,769.05,10.553
-2.83,67.86,20.36,39.85,1000.77,5.2,307.22,12.251
3.95,18.42,18.67,1.92,972.74,8.66,367.49,30.779
9.77,59.23,20.87,77.25,992.59,24.17,601.48,12.603
4.38,22.6,12.81,17.09,992.08,14.94,112.65,14.014
-0.3,31.47,28.25,4.39,983.84,20.07,706.96,16.995
1.39,25.78,18.32,65.37,1027.07,6.76,357.66,3.893
19.42,22.37,4.09,77.39,990.12,5.41,695.99,19.444
5.94,83.44,4.52,81.38,1005.36,19.64,917.41,32.854
14.31,32.14,18.79,49.35,1034.55,17.21,188.22,5.965
21.68,93.08,32.78,20.54,1031.62,17.09,1023.96,11.908
31.59,97.14,10.79,73.72,1034.04,13.91,583.76,19.204
-2.92,59.27,30.43,69.97,972.0,14.18,1015.22,0.449
37.37,18.59,26.74,24.63,948.5,18.45,228.5,7.209
28.28,40.58,8.67,90.34,971.11,6.9,665.02,2.053
-0.67,80.78,1.27,10.44,972.87,8.95,444.28,95.271
41.3,39.9,3.56,98.27,1035.94,21.82,851.64,12.525
43.81,13.27,25.5,86.02,1009.92,7.86,666.5,0.306
-1.76,57.89,6.99,68.79,953.17,13.75,543.97,23.611
9.67,85.29,12.99,93.87,958.54,17.63,1004.28,5.281
37.73,80.61,17.56,72.23,960.57,25.0,414.83,5.893
34.66,21.64,25.39,19.05,1008.04,11.0,241.98,2.324
4.78,68.91,3.96,44.22,1018.54,10.82,668.91,85.464
6.1,25.95,14.22,7.15,1030.96,21.1,686.43,126.21
14.64,25.73,16.98,38.97,1039.06,20.18,483.0,33.937
20.68,88.04,18.93,74.16,965.17,18.33,535.27,3.924
27.77,28.72,28.64,38.64,975.98,11.69,1055.51,5.192
14.55,30.01,6.01,33.03,969.03,8.23,805.95,101.275
19.51,5.06,28.27,59.54,980.88,15.3,121.66,0.0
34.62,87.71,24.25,87.22,1036.47,21.93,233.34,0.0
-3.06,80.3,19.46,4.76,1002.51,22.12,1073.13,101.159
8.38,64.6,24.48,38.55,1018.82,2.89,799.11,5.862
32.81,76.28,14.42,15.82,994.01,10.82,1006.55,91.609
42.45,19.44,4.84,69.54,947.89,11.73,334.25,16.799
22.12,48.54,23.3,10.57,951.42,24.44,816.05,22.462
23.2,38.37,18.36,66.48,998.79,17.01,785.4,13.498
0.68,13.91,22.38,28.62,1016.88,10.3,324.16,6.807
18.71,51.18,11.83,19.89,966.53,0.85,605.9,33.163
23.23,92.47,31.74,93.64,1017.19,14.22,690.16,0.0
7.85,8.81,20.56,1.85,1026.07,2.58,529.24,14.576
9.27,32.69,2.99,43.78,986.19,20.89,909.9,141.904
15.0,24.72,15.74,2.16,1019.64,18.86,916.16,142.811
-3.94,27.62,26.47,48.36,985.4,11.62,935.66,0.0
12.07,91.3,27.79,50.1,1012.84,10.84,883.77,3.353
6.21,49.47,17.31,32.17,1021.4,22.45,536.89,42.991
12.36,49.3,31.32,13.22,1044.19,7.35,419.58,5.743
1.35,77.25,9.37,37.64,979.54,6.38,914.51,78.345
42.2,19.68,14.37,67.23,986.1,23.49,539.22,13.757
26.46,51.29,31.45,78.24,961.56,20.27,271.01,0.63
30.99,45.85,31.37,53.08,965.41,20.55,558.08,0.719
36.83,61.71,24.0,58.98,1014.34,5.04,156.03,0.0
21.42,99.96,30.06,20.06,1036.7,3.75,760.79,7.613
-0.39,78.1,3.11,28.73,984.46,0.85,369.51,24.839
23.47,42.8,30.27,16.19,962.98,6.08,286.72,3.128
26.1,83.62,11.22,24.93,973.51,19.4,1052.16,135.553
34.51,21.22,6.24,22.49,990.51,6.15,854.57,114.976
17.88,7.89,8.38,51.94,974.07,18.28,865.78,74.831
1.76,24.42,14.63,56.27,968.36,6.45,686.09,21.256
10.04,37.34,8.79,94.49,1018.6,10.0,923.09,12.292
14.24,53.51,11.22,19.56,945.78,24.58,835.08,133.552
29.23,63.44,4.72,64.17,998.92,6.27,658.65,33.706
25.25,91.51,10.37,81.73,1024.38,9.53,1057.24,18.115
13.87,53.44,20.03,56.02,971.62,7.67,210.75,4.417
47.29,52.62,15.46,25.5,1005.33,2.92,1037.72,45.347
27.11,9.77,12.14,26.26,1011.89,12.35,441.58,48.58
7.57,8.32,26.13,3.93,1010.5,9.59,581.24,8.139
0.39,57.36,31.27,30.54,989.58,17.43,135.01,0.0
3.1,46.63,26.49,74.46,979.66,20.48,594.12,1.092
8.04,84.72,11.62,4.75,1028.59,13.7,672.33,129.719
3.52,20.26,26.06,21.93,1020.84,1.0,1097.47,7.498
4.89,7.37,5.32,70.62,977.13,15.55,1072.71,54.099
10.11,47.66,4.56,78.27,955.3,1.57,1063.04,15.765
4.19,27.56,12.1,45.53,952.18,15.49,383.23,26.044
42.53,9.71,28.27,69.81,954.43,17.19,1090.39,2.483
-0.75,73.84,8.62,38.8,1003.29,5.1,501.03,43.654
22.8,15.6,2.21,15.99,950.17,20.52,937.02,235.222
16.75,62.79,4.61,39.81,978.69,22.79,237.95,44.264
47.07,31.7,30.06,58.0,1020.32,20.36,556.42,6.2
0.94,21.48,22.18,94.81,974.43,7.77,1062.61,2.263
16.09,41.08,8.86,6.88,1021.33,14.75,1041.73,259.123
46.38,81.14,19.44,50.74,1019.55,22.89,752.11,21.757
40.87,42.25,18.47,32.89,969.58,8.15,877.6,29.361
38.3,76.32,22.94,50.83,1017.88,20.54,194.07,6.829
8.67,16.92,8.16,2.4,1019.78,0.43,793.82,67.362
4.06,78.41,30.25,31.3,984.75,0.29,679.86,0.719
30.44,27.51,10.83,81.99,966.04,19.04,100.71,2.819
44.26,69.35,24.29,55.39,997.13,19.08,124.47,4.606
24.51,58.75,0.56,45.06,1037.14,19.77,119.29,20.037
25.3,93.27,13.04,28.55,1008.96,23.26,796.79,82.999
9.84,41.8,12.31,29.8,962.29,3.12,155.89,9.976
35.78,11.29,19.02,38.31,1013.28,5.95,514.51,15.635
4.91,6.82,2.55,83.56,987.72,22.61,392.68,15.437
12.15,83.55,27.65,96.72,1004.15,4.6,605.55,3.302
17.55,54.85,7.62,43.87,1018.41,17.12,777.12,102.369
21.9,78.65,23.7,39.34,996.49,13.36,753.19,6.927
7.85,27.27,28.11,84.66,1026.4,2.26,567.07,0.0
1.09,37.78,19.67,42.69,1017.22,7.27,510.77,18.946
27.36,7.86,25.93,55.2,1006.51,13.11,437.6,0.249
10.3,96.34,23.17,23.09,960.08,21.34,948.1,19.004
25.81,68.45,12.44,74.35,1028.59,17.75,363.94,11.869
3.18,93.65,28.31,53.2,1038.59,15.62,285.3,0.0
20.5,30.22,10.31,80.9,958.7,12.5,817.65,21.075
23.23,63.09,19.99,78.07,993.82,7.61,395.74,3.604
-2.25,69.46,26.09,21.5,970.89,3.16,931.7,5.805
12.84,35.17,13.26,71.56,1020.45,10.35,360.68,8.657
2.12,85.57,10.6,80.01,1017.16,0.91,772.14,11.28
-1.64,94.98,16.08,34.61,959.09,5.43,49.62,3.028
47.47,89.06,28.63,17.26,1032.7,10.93,424.12,2.704
12.08,75.21,32.55,0.26,963.1,10.58,377.55,2.322
37.92,31.36,19.08,45.09,1024.73,1.3,898.35,13.516
8.5,31.75,23.15,35.24,990.7,14.81,1063.76,19.43
31.12,96.52,31.61,55.49,977.83,13.83,506.97,5.01
35.29,5.98,3.45,18.8,960.82,2.14,907.32,84.104
26.57,73.02,8.12,85.97,961.76,23.59,769.66,13.393
19.99,72.09,24.81,25.78,1011.19,2.66,1064.12,8.341
16.83,64.16,28.83,22.64,1000.04,21.4,892.22,11.683
13.49,99.06,30.0,48.07,957.21,0.21,85.23,0.0
44.27,34.63,14.53,49.89,956.27,22.08,784.61,41.071
39.02,37.3,3.13,21.51,952.23,0.69,589.05,34.054
46.15,12.5,15.32,27.19,1019.38,18.99,18.08,1.585
1.59,47.07,8.08,16.97,1016.19,9.17,276.44,52.009
33.74,29.8,10.19,71.85,950.84,18.51,1013.93,35.955
44.73,37.62,27.03,77.01,1001.03,10.16,1018.67,0.0
4.61,84.28,2.64,46.23,953.47,1.96,878.74,48.552
-1.48,93.87,28.97,71.41,1035.37,19.23,1079.96,3.307
34.28,22.64,14.97,73.59,1035.71,1.97,887.2,11.294
25.45,40.39,20.86,13.83,1014.82,23.07,11.22,5.306
39.62,93.22,3.14,96.62,1037.62,1.46,316.62,4.685
2.41,10.87,11.81,82.1,1026.15,12.09,33.69,3.999
37.15,13.77,3.14,20.45,1027.85,18.13,103.52,25.915
5.69,20.47,33.65,18.62,1001.97,9.95,240.72,4.947
3.67,61.55,28.25,12.57,975.61,5.59,553.91,5.379
3.71,19.29,16.09,13.84,966.78,19.03,932.29,98.548
38.17,96.97,7.83,74.82,977.72,19.65,948.16,32.086
30.26,47.44,32.67,46.97,1007.85,23.08,677.82,5.365
22.72,52.64,12.06,78.29,962.27,9.53,1020.99,18.999
14.02,28.43,5.63,74.63,970.86,12.76,550.07,21.135
41.49,49.74,19.71,60.46,991.81,9.21,977.94,13.146
15.8,67.88,33.03,68.64,968.31,6.58,499.47,2.938
38.28,76.36,0.13,1.84,1003.86,18.83,304.95,88.779
18.27,76.62,8.33,31.18,1037.32,8.62,1008.05,126.595
14.98,59.9,32.85,63.78,1019.81,10.82,426.73,0.724
19.52,90.91,5.99,0.93,1011.64,10.21,553.74,137.5
10.97,82.65,3.96,3.3,1003.27,17.87,361.75,116.753
34.62,76.92,19.96,85.19,993.79,22.96,729.12,6.165
21.64,10.28,30.16,68.4,963.66,16.74,1094.53,0.0
7.31,5.65,16.7,26.54,1034.47,11.9,28.06,4.66
42.68,25.18,34.81,68.8,969.85,19.52,989.83,3.643
15.35,68.03,23.77,79.25,954.13,16.1,4.32,0.0
23.81,44.06,2.59,30.68,1020.0,1.7,400.65,32.73
43.04,43.23,34.75,3.6,962.56,2.57,185.47,0.228
28.08,89.04,14.28,93.28,982.19,1.14,833.08,0.0
1.2,90.08,10.06,34.52,947.83,11.53,55.67,10.372
44.81,91.37,19.53,10.65,958.71,20.68,608.83,41.169
28.27,34.82,10.65,49.19,962.32,7.96,324.42,19.545
12.75,70.65,3.03,76.85,950.44,9.73,147.04,3.726
2.38,30.81,0.05,22.16,1010.67,22.76,849.0,224.256
37.08,23.11,15.74,26.95,1028.7,20.96,239.16,24.715
27.86,22.54,29.29,24.27,982.33,16.69,246.04,7.821
23.27,37.5,20.03,99.17,1032.46,6.82,302.58,0.0
42.38,45.85,34.97,19.74,966.33,3.1,645.44,0.131
36.8,83.94,10.04,57.55,977.54,0.6,725.63,16.763
3.04,16.39,9.82,92.53,960.07,2.85,19.36,0.0
11.52,74.82,5.59,14.69,1007.06,7.46,266.06,46.897
8.17,55.49,5.74,97.09,986.99,13.88,474.07,3.95
34.43,32.35,9.98,94.75,1006.33,1.79,365.17,0.0
-3.22,51.82,27.75,88.46,1021.17,3.58,972.59,3.942
25.2,33.49,31.7,21.46,999.57,4.69,866.48,8.83
35.41,61.63,34.13,63.41,1007.76,15.87,688.48,0.664
41.47,46.22,8.13,76.09,1038.53,15.47,371.85,16.4
13.13,20.62,30.85,98.6,974.91,13.86,770.74,4.716
38.53,16.08,11.49,18.04,980.92,6.41,928.0,92.586
0.86,56.94,3.95,76.6,1016.77,9.4,654.31,22.169
39.86,90.73,30.45,33.88,1006.13,2.6,862.91,10.112
1.76,37.68,22.26,17.56,962.85,5.82,824.02,23.162
16.06,74.64,5.77,42.14,982.61,22.46,628.91,87.637
37.26,67.57,15.04,79.38,991.78,24.5,343.4,9.344
2.95,93.5,10.05,46.48,986.94,16.26,820.36,70.128
7.15,82.99,25.79,53.75,962.83,22.94,227.48,0.0
33.28,58.83,15.87,99.52,1037.44,16.14,857.44,3.744
33.16,67.42,34.62,39.91,1021.23,1.02,885.0,5.512
28.98,90.35,1.92,61.54,993.14,24.92,904.36,62.19
31.78,42.95,12.43,36.52,1013.01,2.65,520.21,25.38
23.76,36.05,16.87,39.28,1034.73,17.13,211.73,17.502
8.35,6.03,17.61,69.56,958.62,6.47,109.7,0.0
13.32,83.52,11.06,93.79,970.04,9.92,817.7,10.142
4.62,81.09,25.52,54.24,999.27,16.22,974.89,9.055
43.15,14.92,30.62,76.84,1024.9,11.02,715.92,1.047
25.92,59.8,32.86,8.92,948.63,6.41,158.58,0.0
16.25,49.08,28.18,21.12,1043.4,8.49,1028.39,9.117
19.49,16.28,29.77,50.21,990.49,8.67,1088.01,12.963
45.21,98.15,19.27,2.0,980.92,23.99,476.72,41.809
3.13,25.4,28.91,25.29,974.27,20.01,654.31,7.757
26.07,11.39,10.62,51.74,962.44,11.57,854.95,49.88
21.81,61.51,13.95,1.5,1024.16,5.16,810.03,89.515
27.41,75.19,11.09,26.45,1040.54,20.31,1064.57,155.088
-4.04,8.08,16.36,51.4,986.36,4.1,126.37,0.0
41.22,67.58,10.0,57.31,1040.24,5.42,638.8,26.811
44.4,55.57,33.66,92.58,1027.38,9.28,761.12,4.404
24.95,14.81,10.95,64.53,993.11,22.03,979.11,44.74
31.92,21.39,3.43,41.47,1012.4,3.47,961.52,82.73
43.89,58.96,18.44,93.04,988.5,3.23,1075.8,6.447
32.48,33.15,2.0,78.49,1000.87,12.45,563.29,16.994
3.08,94.14,3.87,20.0,950.8,7.05,913.84,137.533
25.54,82.78,7.68,13.08,1014.63,14.3,470.01,95.14
27.16,98.44,16.25,67.58,950.28,11.4,464.55,9.457
17.48,29.67,15.16,55.99,1026.71,10.99,278.68,10.303
34.03,97.12,27.99,78.97,1027.49,2.98,900.06,0.0
44.52,45.97,25.88,73.88,968.71,3.7,1084.4,0.0
44.06,38.01,14.92,62.52,977.37,20.56,281.98,11.407
18.89,9.78,11.68,98.64,993.13,22.17,61.74,2.986
1.0,10.01,11.08,53.36,1004.67,6.02,897.1,46.031
47.2,70.74,27.09,11.31,973.74,3.01,682.25,0.0
39.46,48.5,1.82,82.83,1004.25,1.52,1055.67,13.419
1.61,26.52,0.45,25.19,974.78,15.29,277.46,58.0
43.8,63.33,27.84,77.73,950.55,17.94,78.13,0.0
41.1,29.02,16.7,95.71,945.25,9.45,541.69,7.312
22.5,59.88,4.58,69.68,955.12,17.06,94.01,0.125
26.34,39.12,8.24,59.6,1024.23,17.88,287.97,15.413
16.15,83.24,32.64,46.04,1041.14,23.4,138.58,0.0
-2.1,82.97,30.08,36.44,987.7,1.81,246.55,2.985
12.77,50.35,24.84,35.3,996.27,4.97,116.76,0.0
37.55,38.33,16.88,63.64,959.68,1.9,1049.3,8.334
-4.75,39.44,18.21,75.13,1000.1,21.73,306.42,7.885
12.68,81.54,34.13,67.85,959.47,19.86,488.29,2.809
16.1,36.18,33.8,19.84,1006.12,14.45,988.47,12.933
23.48,24.86,7.53,49.4,1038.33,2.27,745.05,41.475
43.75,13.05,28.39,79.16,964.57,6.98,679.84,0.0
13.36,49.34,6.9,47.57,1021.46,7.58,776.12,69.537
13.39,50.8,7.47,53.66,947.35,14.11,911.7,73.936
34.09,84.89,23.66,77.11,982.55,6.6,965.44,0.0
18.97,26.02,14.18,66.13,956.07,2.01,706.9,3.589
6.9,41.19,32.6,40.93,980.25,18.32,979.01,6.3
18.98,81.8,3.12,89.54,962.35,7.62,588.94,9.818
2.47,83.24,17.9,16.26,982.33,11.42,305.02,21.452
4.35,41.54,32.15,99.55,986.75,3.37,968.08,2.847
21.41,48.62,31.64,11.89,975.06,20.1,595.62,2.185
17.2,33.81,5.48,1.49,1010.66,14.23,996.75,319.871
43.49,93.59,12.83,89.0,1036.89,22.56,44.18,2.423
14.21,16.27,21.67,24.5,985.06,12.49,437.27,11.685
25.77,93.71,5.58,72.97,964.23,23.55,1042.59,46.528
28.51,69.97,33.88,81.1,972.07,22.32,274.62,0.08
-4.31,55.5,32.02,85.9,1030.4,14.5,1035.69,10.494
30.17,8.1,5.84,99.16,1002.16,23.36,1049.29,4.306
4.44,50.18,4.24,29.4,990.5,8.21,970.36,151.313
45.94,43.74,2.99,71.02,959.96,9.27,620.03,21.126
2.88,20.32,31.83,11.54,989.97,1.33,711.63,0.0
16.98,67.36,6.78,40.68,972.85,14.81,956.58,111.935
-0.48,97.26,14.57,84.8,1039.32,18.1,853.49,11.563
47.83,58.41,15.71,36.77,1033.41,19.38,693.1,50.737
21.62,72.9,20.97,59.11,953.39,3.92,1080.49,15.134
26.56,11.5,2.51,50.38,996.67,11.22,754.24,78.883
-1.44,44.68,7.94,64.6,967.51,4.59,1073.03,35.295
34.75,16.05,32.6,97.29,986.08,16.62,63.13,3.423
6.12,63.22,31.79,5.57,1032.68,4.12,152.86,2.65
